timestamp,unit_of_measure,reading_status,value,status,T_cons,_last_updated_utc,calculated,metering_point_id,property,old_timestamp,labels,consumption,temperature,model,larm
2020-08-17 00:00:00+00:00,MWh,measured,422.973,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-17T00:00:00Z', 'to': '2020-08-18T00:00:00Z', 'value': 1.6779999999999973}",2021-09-09T14:31:41.634000Z,"{'value': 1.3168333726988453, 'normalized_value': 0.2742690417702145, 'deviation_type': 'larger', 'deviation_level': 'ok', 'weather_data': {'outdoor_temperature': 3.6542573795}}",TDS15,energy,2020-08-18T00:00:00Z,,1.6779999999999973,3.6542573795,1.5048954804698647,False
2020-08-18 00:00:00+00:00,MWh,measured,424.398,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-18T00:00:00Z', 'to': '2020-08-19T00:00:00Z', 'value': 1.4250000000000114}",2021-09-09T14:31:41.638000Z,"{'value': 0.9726412090545806, 'normalized_value': 0.4650828966882137, 'deviation_type': 'larger', 'deviation_level': 'critical', 'weather_data': {'outdoor_temperature': 6.2029230197}}",TDS15,energy,2020-08-19T00:00:00Z,,1.4250000000000114,6.2029230197,1.1941115113586958,False
2020-08-19 00:00:00+00:00,MWh,measured,426.228,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-19T00:00:00Z', 'to': '2020-08-20T00:00:00Z', 'value': 1.829999999999984}",2021-09-09T14:31:41.640000Z,"{'value': 1.4755030990753792, 'normalized_value': 0.24025493484002136, 'deviation_type': 'larger', 'deviation_level': 'ok', 'weather_data': {'outdoor_temperature': 2.4793437049}}",TDS15,energy,2020-08-20T00:00:00Z,,1.829999999999984,2.4793437049,1.6245052413683119,False
2020-08-20 00:00:00+00:00,MWh,measured,427.685,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-20T00:00:00Z', 'to': '2020-08-21T00:00:00Z', 'value': 1.4569999999999936}",2021-09-09T14:31:41.642000Z,"{'value': 1.1879052115626139, 'normalized_value': 0.2265288390168797, 'deviation_type': 'larger', 'deviation_level': 'ok', 'weather_data': {'outdoor_temperature': 4.6089414457}}",TDS15,energy,2020-08-21T00:00:00Z,,1.4569999999999936,4.6089414457,1.3760240732747586,False
2020-08-21 00:00:00+00:00,MWh,measured,429.351,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-21T00:00:00Z', 'to': '2020-08-22T00:00:00Z', 'value': 1.6659999999999968}",2021-09-09T14:31:41.643000Z,"{'value': 1.6656887824673732, 'normalized_value': 0.00018684014438918043, 'deviation_type': 'larger', 'deviation_level': 'ok', 'weather_data': {'outdoor_temperature': 0.9547292371}}",TDS15,energy,2020-08-22T00:00:00Z,,1.6659999999999968,0.9547292371,1.9798904036444471,False
2020-08-22 00:00:00+00:00,MWh,measured,430.997,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-22T00:00:00Z', 'to': '2020-08-23T00:00:00Z', 'value': 1.646000000000015}",2021-09-09T14:31:41.645000Z,"{'value': 1.3700500726441187, 'normalized_value': 0.20141594301245402, 'deviation_type': 'larger', 'deviation_level': 'ok', 'weather_data': {'outdoor_temperature': 3.2601996729}}",TDS15,energy,2020-08-23T00:00:00Z,,1.646000000000015,3.2601996729,1.546340005665393,False
2020-08-23 00:00:00+00:00,MWh,measured,432.471,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-23T00:00:00Z', 'to': '2020-08-24T00:00:00Z', 'value': 1.4739999999999895}",2021-09-09T14:31:41.647000Z,"{'value': 0.9788828794193509, 'normalized_value': 0.5057981204802865, 'deviation_type': 'larger', 'deviation_level': 'critical', 'weather_data': {'outdoor_temperature': 6.156704853}}",TDS15,energy,2020-08-24T00:00:00Z,,1.4739999999999895,6.156704853,1.1972961910391717,False
2020-08-24 00:00:00+00:00,MWh,measured,434.475,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-24T00:00:00Z', 'to': '2020-08-25T00:00:00Z', 'value': 2.004000000000019}",2021-09-09T14:31:41.649000Z,"{'value': 1.6275094939211052, 'normalized_value': 0.2313292226467126, 'deviation_type': 'larger', 'deviation_level': 'critical', 'weather_data': {'outdoor_temperature': 1.2728423223}}",TDS15,energy,2020-08-25T00:00:00Z,,2.004000000000019,1.2728423223,1.8856103053482545,False
2020-08-25 00:00:00+00:00,MWh,measured,436.409,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-25T00:00:00Z', 'to': '2020-08-26T00:00:00Z', 'value': 1.933999999999969}",2021-09-09T14:31:41.651000Z,"{'value': 1.5958701381125735, 'normalized_value': 0.21187805562130502, 'deviation_type': 'larger', 'deviation_level': 'critical', 'weather_data': {'outdoor_temperature': 1.5364641307}}",TDS15,energy,2020-08-26T00:00:00Z,,1.933999999999969,1.5364641307,1.8129086713912457,False
2020-08-26 00:00:00+00:00,MWh,measured,437.974,"[{'key': 'calculate_consuming_values', 'val': 'calculate_consuming_values_ok'}, {'key': 'validate_simple_status', 'val': 'validate_simple_ok'}, {'key': 'validate_advanced_status', 'val': 'validate_advanced_ok'}]","{'from': '2020-08-26T00:00:00Z', 'to': '2020-08-27T00:00:00Z', 'value': 1.5649999999999977}",2021-09-09T14:31:41.653000Z,"{'value': 1.3548978039141681, 'normalized_value': 0.15506866678716635, 'deviation_type': 'larger', 'deviation_level': 'ok', 'weather_data': {'outdoor_temperature': 3.3723988185}}",TDS15,energy,2020-08-27T00:00:00Z,,1.5649999999999977,3.3723988185,1.5367783411344842,False
